Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Sets,Reps per Set,Goal
Smith machine back squat,"The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,Machine,Intermediate,8.7,Average,3,8,Muscle Gain
Leg Extensions,The leg extension is an isolation exercise for the quads.,Strength,Quadriceps,Machine,Intermediate,8.5,Average,3,8,Muscle Gain
Treadmill running,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Machine,Intermediate,8.4,Average,5,20,Fat Loss
Stationary bike,"The stationary bike is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stationary bike also helps develop the lower body. Stationary bikes come in multiple variations, ranging from ones that resemble riding a bike, to recumbent bikes, to fan bikes that work both the arms and the legs. No matter the variation, a stationary bike can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,8.3,Average,5,20,Fat Loss
Treadmill jogging,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Machine,Intermediate,8.3,Average,5,20,Fat Loss
Smith machine leg press,"The Smith machine leg press is a machine-based movement that targets the quads, glutes, and hamstrings. It can serve as a substitute for the leg press or be programmed similarly to the leg press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",Strength,Quadriceps,Machine,Intermediate,8,Average,3,8,Muscle Gain
Seated Leg Press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings.",Strength,Quadriceps,Machine,Intermediate,7.7,Average,3,8,Muscle Gain
Smith machine pistol squat,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the balance challenge of single-leg squats. This squat variation can be performed in low reps for strength or for higher reps for muscle gain.",Strength,Quadriceps,Machine,Intermediate,7,Average,3,8,Muscle Gain
Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Cardio,Quadriceps,Body Only,Intermediate,9.2,Average,5,20,Fat Loss
Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,9,Average,3,8,Muscle Gain
Side-to-side box skip,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit.",Plyometrics,Quadriceps,Body Only,Intermediate,8.9,Average,3,10,General Fitness
Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,8.8,Average,3,8,Fat Loss
Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Plyometrics,Quadriceps,Body Only,Intermediate,8.8,Average,3,10,General Fitness
Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Quadriceps,Body Only,Intermediate,8.8,Average,5,20,Fat Loss
Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Expert,8.5,Average,3,10,General Fitness
Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Plyometrics,Quadriceps,Body Only,Intermediate,8.5,Average,3,10,General Fitness
Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,8.4,Average,3,8,Muscle Gain
Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Strength,Quadriceps,Body Only,Intermediate,8.3,Average,3,8,Fat Loss
Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Body Only,Intermediate,8.2,Average,5,20,Fat Loss
Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",Plyometrics,Quadriceps,Body Only,Intermediate,8,Average,3,10,General Fitness
